22;COTES-D'ARMOR;6196596.0;Aucune commune;Aucune gare;
29;FINISTERE;1.3672777E7;Aucune commune;Aucune gare;
35;ILLE-ET-VILAINE;2.690158E7;Aucune commune;Aucune gare;
56;MORBIHAN;7107993.0;Aucune commune;Aucune gare;
